TimeSlice,EventSeq
5389895,"['E1', 'E1', 'E1']"
5389897,"['E1', 'E2']"
5389901,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1']"
5389902,"['E1', 'E1', 'E1']"
5389904,"['E1', 'E1', 'E1', 'E1', 'E2']"
5389908,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389910,['E1']
5389911,"['E1', 'E1', 'E1', 'E1', 'E2']"
5389913,"['E1', 'E1', 'E1']"
5389915,"['E1', 'E2']"
5389916,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389918,"['E1', 'E2']"
5389919,['E1']
5389920,"['E1', 'E1', 'E1']"
5389922,"['E1', 'E1', 'E1', 'E1', 'E2']"
5389923,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389925,"['E1', 'E2']"
5389929,"['E1', 'E1', 'E1', 'E1', 'E2']"
5389931,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389932,"['E1', 'E2']"
5389936,"['E1', 'E2']"
5389938,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389940,"['E1', 'E2', 'E1', 'E1', 'E1']"
5389943,"['E1', 'E2']"
5389946,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389947,"['E1', 'E2']"
5389949,"['E1', 'E1', 'E1']"
5389950,"['E1', 'E2']"
5389953,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389954,"['E1', 'E2']"
5389957,"['E1', 'E2']"
5389958,"['E1', 'E1', 'E1']"
5389961,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389964,"['E1', 'E2']"
5389967,"['E1', 'E1', 'E1']"
5389968,"['E1', 'E2']"
5389969,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389971,"['E1', 'E2']"
5389975,"['E1', 'E2']"
5389976,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389978,"['E1', 'E2']"
5389982,"['E1', 'E2']"
5389984,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389985,"['E1', 'E1', 'E1']"
5389986,"['E1', 'E2']"
5389989,"['E1', 'E2']"
5389991,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5389993,"['E1', 'E2']"
5389994,"['E1', 'E1', 'E1']"
5389996,"['E1', 'E2']"
5389999,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390000,"['E1', 'E2']"
5390003,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390006,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390007,"['E1', 'E2']"
5390010,"['E1', 'E2']"
5390012,"['E1', 'E1', 'E1']"
5390014,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5390017,"['E1', 'E2']"
5390021,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390025,"['E1', 'E2']"
5390028,"['E1', 'E2']"
5390029,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390030,"['E1', 'E1', 'E1']"
5390032,"['E1', 'E2']"
5390035,"['E1', 'E2']"
5390036,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390039,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390041,"['E1', 'E1', 'E1']"
5390042,"['E1', 'E2']"
5390044,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390046,"['E1', 'E2']"
5390048,"['E1', 'E1', 'E1']"
5390049,"['E1', 'E2']"
5390051,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E4']"
5390053,"['E1', 'E2']"
5390056,"['E1', 'E2']"
5390057,"['E1', 'E1', 'E1']"
5390059,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390060,"['E1', 'E2']"
5390064,"['E1', 'E2']"
5390066,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390067,"['E1', 'E2']"
5390068,"['E1', 'E1', 'E1']"
5390071,"['E1', 'E2']"
5390074,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390075,"['E1', 'E1', 'E1']"
5390078,"['E1', 'E2']"
5390081,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390084,"['E1', 'E1', 'E1']"
5390085,"['E1', 'E2']"
5390088,"['E1', 'E2']"
5390089,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390092,"['E1', 'E2']"
5390093,"['E1', 'E1', 'E1']"
5390095,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390096,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390099,"['E1', 'E2']"
5390102,"['E1', 'E1', 'E1']"
5390103,"['E1', 'E2']"
5390104,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390106,"['E1', 'E2']"
5390110,"['E1', 'E2']"
5390111,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390113,"['E1', 'E2']"
5390117,"['E1', 'E2']"
5390119,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390120,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390121,"['E1', 'E1', 'E1']"
5390122,"['E1', 'E1', 'E1']"
5390124,"['E1', 'E2']"
5390126,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390127,"['E1', 'E2']"
5390129,"['E1', 'E1', 'E1']"
5390131,"['E1', 'E2']"
5390134,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390138,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390141,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390145,"['E1', 'E2']"
5390147,"['E1', 'E1', 'E1']"
5390148,"['E1', 'E1', 'E1']"
5390149,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390150,"['E1', 'E1', 'E1']"
5390152,"['E1', 'E2']"
5390156,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390157,"['E1', 'E1', 'E1']"
5390159,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390163,"['E1', 'E2']"
5390164,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390165,"['E1', 'E1', 'E1']"
5390166,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390168,"['E1', 'E1', 'E1']"
5390170,"['E1', 'E2']"
5390171,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390173,"['E1', 'E2']"
5390175,"['E1', 'E1', 'E1']"
5390177,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390179,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390181,"['E1', 'E2']"
5390184,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390186,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390188,"['E1', 'E2']"
5390191,"['E1', 'E2']"
5390194,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390195,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390198,"['E1', 'E2']"
5390201,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390202,"['E1', 'E2']"
5390204,"['E1', 'E1', 'E1']"
5390205,"['E1', 'E2']"
5390209,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390212,"['E1', 'E2']"
5390213,"['E1', 'E1', 'E1']"
5390216,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390219,"['E1', 'E2']"
5390222,"['E1', 'E1', 'E1']"
5390223,"['E1', 'E2']"
5390224,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390227,"['E1', 'E2']"
5390230,"['E1', 'E2']"
5390231,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390234,"['E1', 'E2']"
5390237,"['E1', 'E2']"
5390239,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390240,"['E1', 'E1', 'E1']"
5390241,"['E1', 'E2']"
5390244,"['E1', 'E2']"
5390246,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390248,"['E1', 'E2']"
5390249,"['E1', 'E1', 'E1']"
5390251,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390254,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390255,"['E1', 'E2']"
5390258,"['E1', 'E1', 'E1', 'E1']"
5390259,['E2']
5390261,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390262,"['E1', 'E2']"
5390266,"['E1', 'E2']"
5390267,"['E1', 'E1', 'E1']"
5390269,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390273,"['E1', 'E2']"
5390276,"['E1', 'E2', 'E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390278,"['E1', 'E1', 'E1']"
5390280,"['E1', 'E2']"
5390283,"['E1', 'E2']"
5390284,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390285,"['E1', 'E1', 'E1']"
5390287,"['E1', 'E2']"
5390290,"['E1', 'E2']"
5390291,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390294,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390297,"['E1', 'E2']"
5390299,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390301,"['E1', 'E2']"
5390303,"['E1', 'E1', 'E1']"
5390305,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390306,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390308,"['E1', 'E2']"
5390312,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390314,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390315,"['E1', 'E2']"
5390319,"['E1', 'E2']"
5390321,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390322,"['E1', 'E2']"
5390326,"['E1', 'E2']"
5390329,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390330,"['E1', 'E1', 'E1']"
5390333,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390336,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390339,"['E1', 'E1', 'E1', 'E4']"
5390340,"['E1', 'E2']"
5390344,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390347,"['E1', 'E2']"
5390348,"['E1', 'E1', 'E1']"
5390351,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390354,"['E1', 'E2']"
5390357,"['E1', 'E1', 'E1']"
5390358,"['E1', 'E2']"
5390359,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390360,"['E1', 'E1', 'E1']"
5390361,"['E1', 'E2']"
5390365,"['E1', 'E2']"
5390366,"['E1', 'E1', 'E1']"
5390367,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390368,"['E1', 'E2']"
5390369,"['E1', 'E1', 'E1']"
5390372,"['E1', 'E2']"
5390374,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390375,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390378,"['E1', 'E1', 'E1']"
5390379,"['E1', 'E2']"
5390382,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1']"
5390383,['E2']
5390384,"['E1', 'E1', 'E1']"
5390385,"['E1', 'E1', 'E1']"
5390386,"['E1', 'E2']"
5390387,"['E1', 'E1', 'E1']"
5390389,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390390,"['E1', 'E2']"
5390393,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390394,"['E1', 'E1', 'E1']"
5390396,"['E1', 'E1', 'E1']"
5390397,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390400,"['E1', 'E2']"
5390402,"['E1', 'E1', 'E1']"
5390403,"['E1', 'E1', 'E1']"
5390404,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390405,"['E1', 'E1', 'E1']"
5390407,"['E1', 'E2']"
5390411,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390412,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390414,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390418,"['E1', 'E2']"
5390419,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390420,"['E1', 'E1']"
5390421,"['E1', 'E1', 'E1']"
5390422,"['E1', 'E2']"
5390423,"['E1', 'E1', 'E1']"
5390425,"['E1', 'E2']"
5390427,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390429,"['E1', 'E2', 'E1']"
5390430,"['E1', 'E1', 'E1']"
5390432,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390434,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390436,"['E1', 'E2']"
5390439,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390441,"['E1', 'E1', 'E1']"
5390442,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390443,"['E1', 'E2']"
5390446,"['E1', 'E2']"
5390448,"['E1', 'E1', 'E1']"
5390449,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390450,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390453,"['E1', 'E2']"
5390457,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390459,"['E1', 'E1', 'E1']"
5390460,"['E1', 'E2']"
5390464,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390468,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390471,"['E1', 'E2']"
5390472,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390475,"['E1', 'E2']"
5390477,"['E1', 'E1', 'E1']"
5390478,"['E1', 'E2']"
5390479,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390482,"['E1', 'E2']"
5390485,"['E1', 'E2']"
5390486,"['E1', 'E1', 'E1']"
5390487,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390489,"['E1', 'E2']"
5390492,"['E1', 'E2']"
5390494,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390495,"['E1', 'E1', 'E1']"
5390496,"['E1', 'E2']"
5390499,"['E1', 'E2']"
5390502,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390503,"['E1', 'E2']"
5390504,"['E1', 'E1', 'E1']"
5390507,"['E1', 'E2']"
5390509,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390510,"['E1', 'E2']"
5390513,"['E1', 'E1', 'E1']"
5390514,"['E1', 'E2']"
5390515,"['E1', 'E1', 'E1']"
5390517,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390521,"['E1', 'E2']"
5390522,"['E1', 'E1', 'E1']"
5390524,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390528,"['E1', 'E2']"
5390531,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390532,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390535,"['E1', 'E2']"
5390538,"['E1', 'E2']"
5390539,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390540,"['E1', 'E1', 'E1']"
5390542,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390546,"['E1', 'E2']"
5390547,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390549,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390553,"['E1', 'E2']"
5390554,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390556,"['E1', 'E2']"
5390558,"['E1', 'E1', 'E1']"
5390560,"['E1', 'E2']"
5390562,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390563,"['E1', 'E2']"
5390567,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390569,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390570,"['E1', 'E2']"
5390574,"['E1', 'E2']"
5390576,"['E1', 'E1', 'E1']"
5390577,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390581,"['E1', 'E2']"
5390584,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390585,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390588,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390592,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390594,"['E1', 'E1', 'E1']"
5390595,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390597,"['E1', 'E1', 'E1']"
5390599,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390602,"['E1', 'E2']"
5390603,"['E1', 'E1']"
5390604,"['E1', 'E1', 'E1']"
5390606,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390607,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390609,"['E1', 'E2']"
5390613,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390614,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390615,"['E1', 'E1', 'E1']"
5390616,"['E1', 'E2']"
5390620,"['E1', 'E2']"
5390622,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390623,"['E1', 'E2']"
5390624,"['E1', 'E1', 'E1']"
5390627,"['E1', 'E2', 'E4']"
5390629,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390631,"['E1', 'E2']"
5390633,"['E1', 'E1', 'E1']"
5390634,"['E1', 'E2']"
5390637,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390638,"['E1', 'E2']"
5390641,"['E1', 'E2']"
5390642,"['E1', 'E1', 'E1']"
5390644,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390645,"['E1', 'E2']"
5390648,"['E1', 'E2']"
5390651,"['E1', 'E1', 'E1']"
5390652,"['E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E2']"
5390655,"['E1', 'E2']"
5390659,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390660,"['E1', 'E1', 'E1']"
5390663,"['E1', 'E2']"
5390666,"['E1', 'E2']"
5390667,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390669,"['E1', 'E1', 'E1']"
5390670,"['E1', 'E2']"
5390671,"['E1', 'E1', 'E1']"
5390673,"['E1', 'E2']"
5390674,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390676,"['E1', 'E1', 'E1']"
5390677,"['E1', 'E2']"
5390678,"['E1', 'E1', 'E1']"
5390680,"['E1', 'E2']"
5390682,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390684,"['E1', 'E2']"
5390687,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390689,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390691,"['E1', 'E2']"
5390694,"['E1', 'E2']"
5390696,"['E1', 'E1', 'E1']"
5390697,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390698,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390701,"['E1', 'E2']"
5390704,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390705,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390709,"['E1', 'E2']"
5390712,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390714,"['E1', 'E1', 'E1']"
5390716,"['E1', 'E2']"
5390719,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390723,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390725,"['E1', 'E1', 'E1']"
5390726,"['E1', 'E2']"
5390727,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390730,"['E1', 'E2']"
5390732,"['E1', 'E1', 'E1']"
5390733,"['E1', 'E2']"
5390734,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390737,"['E1', 'E2']"
5390740,"['E1', 'E2']"
5390741,"['E1', 'E1', 'E1']"
5390742,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390744,"['E1', 'E2']"
5390748,"['E1', 'E2']"
5390749,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390750,"['E1', 'E1', 'E1']"
5390751,"['E1', 'E2']"
5390752,"['E1', 'E1', 'E1']"
5390755,"['E1', 'E2']"
5390757,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390758,"['E1', 'E2']"
5390759,"['E1', 'E1', 'E1']"
5390762,"['E1', 'E2']"
5390764,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390765,"['E1', 'E2']"
5390768,"['E1', 'E1', 'E1']"
5390769,"['E1', 'E2']"
5390772,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5390776,"['E1', 'E2']"
5390777,"['E1', 'E1', 'E1']"
5390779,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390780,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390783,"['E1', 'E2']"
5390786,"['E1', 'E1', 'E1', 'E1']"
5390787,"['E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390790,"['E1', 'E2']"
5390794,"['E1', 'E2']"
5390795,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5390797,"['E1', 'E2']"
5390801,"['E1', 'E2']"
5390802,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390804,"['E1', 'E1', 'E1', 'E1', 'E2']"
5390806,"['E1', 'E1', 'E1']"
5390808,"['E1', 'E2']"
5390810,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390811,"['E1', 'E2']"
5390813,"['E1', 'E1', 'E1']"
5390815,"['E1', 'E2']"
5390817,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5390818,"['E1', 'E2']"
5390822,"['E1', 'E2', 'E1', 'E1', 'E1']"
5390825,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
